"concept_code","c_name"
"Z86.14","Z86.14 Personal History Of Methicillin Resistant Staphylococcus Aureus Infection"
"Z86.19","Z86.19 Personal History Of Other Infectious And Parasitic Diseases"
"Z86.59","Z86.59 Personal History Of Other Mental And Behavioral Disorders"
"Z86.69","Z86.69 Personal History Of Other Diseases Of The Nervous System And Sense Organs"
"Z86.73","Z86.73 Personal History Of Transient Ischemic Attack (Tia), And Cerebral Infarction Without Residual Deficits"
"Z87.442","Z87.442 Personal History Of Urinary Calculi"
"Z87.730","Z87.730 Personal History Of (Corrected) Cleft Lip And Palate"
"Z88.6","Z88.6 Allergy Status To Analgesic Agent Status"
"Z89.419","Z89.419 Acquired Absence Of Unspecified Great Toe"
"Z89.432","Z89.432 Acquired Absence Of Left Foot"
"Z89.611","Z89.611 Acquired Absence Of Right Leg Above Knee"
"Z89.612","Z89.612 Acquired Absence Of Left Leg Above Knee"
"Z89.9","Z89.9 Acquired Absence Of Limb, Unspecified"
"Z90.09","Z90.09 Acquired Absence Of Other Part Of Head And Neck"
"Z90.710","Z90.710 Acquired Absence Of Both Cervix And Uterus"
"Z90.79","Z90.79 Acquired Absence Of Other Genital Organ(S)"
"Z91.040","Z91.040 Latex Allergy Status"
"Z91.11","Z91.11 Patient'S Noncompliance With Dietary Regimen"
"Z92.82","Z92.82 Status Post Administration Of Tpa (Rtpa) In A Different Facility Within The Last 24 Hours Prior To Admission To Current Facility"
"Z93.1","Z93.1 Gastrostomy Status"
"Z93.59","Z93.59 Other Cystostomy Status"
"Z94.84","Z94.84 Stem Cells Transplant Status"
"Z95.828","Z95.828 Presence Of Other Vascular Implants And Grafts"
"Z96.612","Z96.612 Presence Of Left Artificial Shoulder Joint"
"Z96.641","Z96.641 Presence Of Right Artificial Hip Joint"
"Z96.642","Z96.642 Presence Of Left Artificial Hip Joint"
"Z96.652","Z96.652 Presence Of Left Artificial Knee Joint"
"Z96.669","Z96.669 Presence Of Unspecified Artificial Ankle Joint"
"Z97.2","Z97.2 Presence Of Dental Prosthetic Device (Complete) (Partial)"
"Z97.4","Z97.4 Presence Of External Hearing-Aid"
"Z99.2","Z99.2 Dependence On Renal Dialysis"
"T48.0X5A","T48.0X5A Adverse Effect Of Oxytocic Drugs, Initial Encounter"
"T50.1X1A","T50.1X1A Poisoning By Loop [High-Ceiling] Diuretics, Accidental (Unintentional), Initial Encounter"
"T50.1X6A","T50.1X6A Underdosing Of Loop [High-Ceiling] Diuretics, Initial Encounter"
"T50.904A","T50.904A Poisoning By Unspecified Drugs, Medicaments And Biological Substances, Undetermined, Initial Encounter"
"T54.91XA","T54.91XA Toxic Effect Of Unspecified Corrosive Substance, Accidental (Unintentional), Initial Encounter"
"T57.8X1A","T57.8X1A Toxic Effect Of Other Specified Inorganic Substances, Accidental (Unintentional), Initial Encounter"
"T65.892A","T65.892A Toxic Effect Of Other Specified Substances, Intentional Self-Harm, Initial Encounter"
"T66.XXXS","T66.XXXS Radiation Sickness, Unspecified, Sequela"
"T68.XXXS","T68.XXXS Hypothermia, Sequela"
"T74.11XA","T74.11XA Adult Physical Abuse, Confirmed, Initial Encounter"
"T78.2XXS","T78.2XXS Anaphylactic Shock, Unspecified, Sequela"
"T79.0XXA","T79.0XXA Air Embolism (Traumatic), Initial Encounter"
"T79.4XXA","T79.4XXA Traumatic Shock, Initial Encounter"
"T79.4XXS","T79.4XXS Traumatic Shock, Sequela"
"T80.29XA","T80.29XA Infection Following Other Infusion, Transfusion And Therapeutic Injection, Initial Encounter"
"T80.90XA","T80.90XA Unspecified Complication Following Infusion And Therapeutic Injection, Initial Encounter"
"T80.92XA","T80.92XA Unspecified Transfusion Reaction, Initial Encounter"
"T81.10XA","T81.10XA Postprocedural Shock Unspecified, Initial Encounter"
"T81.31XS","T81.31XS Disruption Of External Operation (Surgical) Wound, Not Elsewhere Classified, Sequela"
"T82.03XA","T82.03XA Leakage Of Heart Valve Prosthesis, Initial Encounter"
"T82.198D","T82.198D Other Mechanical Complication Of Other Cardiac Electronic Device, Subsequent Encounter"
"T82.41XA","T82.41XA Breakdown (Mechanical) Of Vascular Dialysis Catheter, Initial Encounter"
"T82.49XA","T82.49XA Other Complication Of Vascular Dialysis Catheter, Initial Encounter"
"T82.49XD","T82.49XD Other Complication Of Vascular Dialysis Catheter, Subsequent Encounter"
"T82.524A","T82.524A Displacement Of Infusion Catheter, Initial Encounter"
"T82.855A","T82.855A Stenosis Of Coronary Artery Stent, Initial Encounter"
"T82.858A","T82.858A Stenosis Of Vascular Prosthetic Devices, Implants And Grafts, Initial Encounter"
"T82.858D","T82.858D Stenosis Of Vascular Prosthetic Devices, Implants And Grafts, Subsequent Encounter"
"T82.867A","T82.867A Thrombosis Of Cardiac Prosthetic Devices, Implants And Grafts, Initial Encounter"
"T82.868D","T82.868D Thrombosis Of Vascular Prosthetic Devices, Implants And Grafts, Subsequent Encounter"
"T82.9XXD","T82.9XXD Unspecified Complication Of Cardiac And Vascular Prosthetic Device, Implant And Graft, Subsequent Encounter"
"T83.011A","T83.011A Breakdown (Mechanical) Of Indwelling Urethral Catheter, Initial Encounter"
"T83.091A","T83.091A Other Mechanical Complication Of Indwelling Urethral Catheter, Initial Encounter"
"T83.098A","T83.098A Other Mechanical Complication Of Other Indwelling Urethral Catheter, Initial Encounter"
"T83.098D","T83.098D Other Mechanical Complication Of Other Indwelling Urethral Catheter, Subsequent Encounter"
"T83.31XA","T83.31XA Breakdown (Mechanical) Of Intrauterine Contraceptive Device, Initial Encounter"
"T83.39XA","T83.39XA Other Mechanical Complication Of Intrauterine Contraceptive Device, Initial Encounter"
"T83.410D","T83.410D Breakdown (Mechanical) Of Penile (Implanted) Prosthesis, Subsequent Encounter"
"T83.61XA","T83.61XA Infection And Inflammatory Reaction Due To Implanted Penile Prosthesis, Initial Encounter"
"T84.020A","T84.020A Dislocation Of Internal Right Hip Prosthesis, Initial Encounter"
"T84.028A","T84.028A Dislocation Of Other Internal Joint Prosthesis, Initial Encounter"
"T84.52XA","T84.52XA Infection And Inflammatory Reaction Due To Internal Left Hip Prosthesis, Initial Encounter"
"T84.53XS","T84.53XS Infection And Inflammatory Reaction Due To Internal Right Knee Prosthesis, Sequela"
"T84.9XXA","T84.9XXA Unspecified Complication Of Internal Orthopedic Prosthetic Device, Implant And Graft, Initial Encounter"
"T85.02XA","T85.02XA Displacement Of Ventricular Intracranial (Communicating) Shunt, Initial Encounter"
"T85.44XA","T85.44XA Capsular Contracture Of Breast Implant, Initial Encounter"
"T85.510A","T85.510A Breakdown (Mechanical) Of Bile Duct Prosthesis, Initial Encounter"
"T85.518A","T85.518A Breakdown (Mechanical) Of Other Gastrointestinal Prosthetic Devices, Implants And Grafts, Initial Encounter"
"T85.518D","T85.518D Breakdown (Mechanical) Of Other Gastrointestinal Prosthetic Devices, Implants And Grafts, Subsequent Encounter"
"T85.628A","T85.628A Displacement Of Other Specified Internal Prosthetic Devices, Implants And Grafts, Initial Encounter"
"T86.19","T86.19 Other Complication Of Kidney Transplant"
"T86.49","T86.49 Other Complications Of Liver Transplant"
"T86.5","T86.5 Complications Of Stem Cell Transplant"
"T86.810","T86.810 Lung Transplant Rejection"
"T86.818","T86.818 Other Complications Of Lung Transplant"
"T87.53","T87.53 Necrosis Of Amputation Stump, Right Lower Extremity"
"V03.90XA","V03.90XA Pedestrian On Foot Injured In Collision With Car, Pick-Up Truck Or Van, Unspecified Whether Traffic Or Nontraffic Accident, Initial Encounter"
"W10.8XXA","W10.8XXA Fall (On) (From) Other Stairs And Steps, Initial Encounter"
"W18.11XA","W18.11XA Fall From Or Off Toilet Without Subsequent Striking Against Object, Initial Encounter"
"Z71.9","Z71.9 Counseling, Unspecified"
"Z74.3","Z74.3 Need For Continuous Supervision"
"Z75.8","Z75.8 Other Problems Related To Medical Facilities And Other Health Care"
"Z79.52","Z79.52 Long Term (Current) Use Of Systemic Steroids"
"Z79.810","Z79.810 Long Term (Current) Use Of Selective Estrogen Receptor Modulators (Serms)"
"Z80.3","Z80.3 Family History Of Malignant Neoplasm Of Breast"
"Z80.52","Z80.52 Family History Of Malignant Neoplasm Of Bladder"
"Z80.8","Z80.8 Family History Of Malignant Neoplasm Of Other Organs Or Systems"
"Z82.41","Z82.41 Family History Of Sudden Cardiac Death"
"Z82.61","Z82.61 Family History Of Arthritis"
"Z83.79","Z83.79 Family History Of Other Diseases Of The Digestive System"
"Z85.030","Z85.030 Personal History Of Malignant Carcinoid Tumor Of Large Intestine"
"Z85.05","Z85.05 Personal History Of Malignant Neoplasm Of Liver"
"Z85.22","Z85.22 Personal History Of Malignant Neoplasm Of Nasal Cavities, Middle Ear, And Accessory Sinuses"
"Z85.41","Z85.41 Personal History Of Malignant Neoplasm Of Cervix Uteri"
"Z85.43","Z85.43 Personal History Of Malignant Neoplasm Of Ovary"
"Z85.51","Z85.51 Personal History Of Malignant Neoplasm Of Bladder"
"Z85.6","Z85.6 Personal History Of Leukemia"
"Z85.821","Z85.821 Personal History Of Merkel Cell Carcinoma"
"Z86.12","Z86.12 Personal History Of Poliomyelitis"
"Z86.15","Z86.15 Personal History Of Latent Tuberculosis Infection"
"Z87.19","Z87.19 Personal History Of Other Diseases Of The Digestive System"
"Z87.39","Z87.39 Personal History Of Other Diseases Of The Musculoskeletal System And Connective Tissue"
"Z87.410","Z87.410 Personal History Of Cervical Dysplasia"
"Z87.440","Z87.440 Personal History Of Urinary (Tract) Infections"
"Z89.201","Z89.201 Acquired Absence Of Right Upper Limb, Unspecified Level"
"Z89.411","Z89.411 Acquired Absence Of Right Great Toe"
"Z89.441","Z89.441 Acquired Absence Of Right Ankle"
"Z90.02","Z90.02 Acquired Absence Of Larynx"
"Z90.11","Z90.11 Acquired Absence Of Right Breast And Nipple"
"Z90.6","Z90.6 Acquired Absence Of Other Parts Of Urinary Tract"
"Z90.721","Z90.721 Acquired Absence Of Ovaries, Unilateral"
"Z91.041","Z91.041 Radiographic Dye Allergy Status"
"Z92.21","Z92.21 Personal History Of Antineoplastic Chemotherapy"
"Z92.81","Z92.81 Personal History Of Extracorporeal Membrane Oxygenation (Ecmo)"
"Z93.3","Z93.3 Colostomy Status"
"Z95.810","Z95.810 Presence Of Automatic (Implantable) Cardiac Defibrillator"
"Z96.621","Z96.621 Presence Of Right Artificial Elbow Joint"
"Z96.7","Z96.7 Presence Of Other Bone And Tendon Implants"
"Z96.82","Z96.82 Presence Of Neurostimulator"
"Z96.89","Z96.89 Presence Of Other Specified Functional Implants"
"Z98.84","Z98.84 Bariatric Surgery Status"
"Z04.41","Z04.41 Encounter For Examination And Observation Following Alleged Adult Rape"
"Z12.12","Z12.12 Encounter For Screening For Malignant Neoplasm Of Rectum"
"Z16.20","Z16.20 Resistance To Unspecified Antibiotic"
"Z18.9","Z18.9 Retained Foreign Body Fragments, Unspecified Material"
"Z20.89","Z20.89 Contact With And (Suspected) Exposure To Other Communicable Diseases"
"Z22.321","Z22.321 Carrier Or Suspected Carrier Of Methicillin Susceptible Staphylococcus Aureus"
"Z23","Z23 Encounter For Immunization"
"Z29.14","Z29.14 Encounter For Prophylactic Rabies Immune Globin"
"Z30.015","Z30.015 Encounter For Initial Prescription Of Vaginal Ring Hormonal Contraceptive"
"Z30.019","Z30.019 Encounter For Initial Prescription Of Contraceptives, Unspecified"
"Z31.84","Z31.84 Encounter For Fertility Preservation Procedure"
"Z3A.16","Z3A.16 16 Weeks Gestation Of Pregnancy"
"Z3A.23","Z3A.23 23 Weeks Gestation Of Pregnancy"
"Z3A.24","Z3A.24 24 Weeks Gestation Of Pregnancy"
"Z43.2","Z43.2 Encounter For Attention To Ileostomy"
"Z43.6","Z43.6 Encounter For Attention To Other Artificial Openings Of Urinary Tract"
"Z45.02","Z45.02 Encounter For Adjustment And Management Of Automatic Implantable Cardiac Defibrillator"
"Z45.41","Z45.41 Encounter For Adjustment And Management Of Cerebrospinal Fluid Drainage Device"
"Z45.42","Z45.42 Encounter For Adjustment And Management Of Neuropacemaker (Brain) (Peripheral Nerve) (Spinal Cord)"
"Z46.59","Z46.59 Encounter For Fitting And Adjustment Of Other Gastrointestinal Appliance And Device"
"Z48.24","Z48.24 Encounter For Aftercare Following Lung Transplant"
"Z53.21","Z53.21 Procedure And Treatment Not Carried Out Due To Patient Leaving Prior To Being Seen By Health Care Provider"
"Z59.7","Z59.7 Insufficient Social Insurance And Welfare Support"
"Z59.9","Z59.9 Problem Related To Housing And Economic Circumstances, Unspecified"
"Z60.0","Z60.0 Problems Of Adjustment To Life-Cycle Transitions"
"Z60.2","Z60.2 Problems Related To Living Alone"
"Z60.4","Z60.4 Social Exclusion And Rejection"
"Z63.6","Z63.6 Dependent Relative Needing Care At Home"
"Z65.9","Z65.9 Problem Related To Unspecified Psychosocial Circumstances"
"Z68.23","Z68.23 Body Mass Index (Bmi) 23.0-23.9, Adult"
"Z68.27","Z68.27 Body Mass Index (Bmi) 27.0-27.9, Adult"
"Z68.29","Z68.29 Body Mass Index (Bmi) 29.0-29.9, Adult"
"Z68.31","Z68.31 Body Mass Index (Bmi) 31.0-31.9, Adult"
"Z68.37","Z68.37 Body Mass Index (Bmi) 37.0-37.9, Adult"
"Z68.41","Z68.41 Body Mass Index (Bmi) 40.0-44.9, Adult"
"Z68.54","Z68.54 Body Mass Index (Bmi) Pediatric, Greater Than Or Equal To 95Th Percentile For Age"
"Z71.0","Z71.0 Person Encountering Health Services To Consult On Behalf Of Another Person"
"Z71.1","Z71.1 Person With Feared Health Complaint In Whom No Diagnosis Is Made"
"Z71.82","Z71.82 Exercise Counseling"
"Z72.0","Z72.0 Tobacco Use"
"Z72.3","Z72.3 Lack Of Physical Exercise"
"Z72.51","Z72.51 High Risk Heterosexual Behavior"
"Z72.89","Z72.89 Other Problems Related To Lifestyle"
"Z73.6","Z73.6 Limitation Of Activities Due To Disability"
"Z73.82","Z73.82 Dual Sensory Impairment"
"Z74.01","Z74.01 Bed Confinement Status"
"Z76.89","Z76.89 Persons Encountering Health Services In Other Specified Circumstances"
"Z79.1","Z79.1 Long Term (Current) Use Of Non-Steroidal Anti-Inflammatories (Nsaid)"
"Z79.3","Z79.3 Long Term (Current) Use Of Hormonal Contraceptives"
"Z79.51","Z79.51 Long Term (Current) Use Of Inhaled Steroids"
"Z79.899","Z79.899 Other Long Term (Current) Drug Therapy"
"Z80.41","Z80.41 Family History Of Malignant Neoplasm Of Ovary"
"Z84.2","Z84.2 Family History Of Other Diseases Of The Genitourinary System"
"Z85.028","Z85.028 Personal History Of Other Malignant Neoplasm Of Stomach"
"Z85.038","Z85.038 Personal History Of Other Malignant Neoplasm Of Large Intestine"
"Z85.09","Z85.09 Personal History Of Malignant Neoplasm Of Other Digestive Organs"
"Z85.47","Z85.47 Personal History Of Malignant Neoplasm Of Testis"
"Z85.53","Z85.53 Personal History Of Malignant Neoplasm Of Renal Pelvis"
"Z85.54","Z85.54 Personal History Of Malignant Neoplasm Of Ureter"
"Z85.819","Z85.819 Personal History Of Malignant Neoplasm Of Unspecified Site Of Lip, Oral Cavity, And Pharynx"
"Z86.008","Z86.008 Personal History Of In-Situ Neoplasm Of Other Site"
"Z86.03","Z86.03 Personal History Of Neoplasm Of Uncertain Behavior"
"Z86.718","Z86.718 Personal History Of Other Venous Thrombosis And Embolism"
"Z87.74","Z87.74 Personal History Of (Corrected) Congenital Malformations Of Heart And Circulatory System"
"Z87.892","Z87.892 Personal History Of Anaphylaxis"
"Z88.7","Z88.7 Allergy Status To Serum And Vaccine Status"
"Z88.9","Z88.9 Allergy Status To Unspecified Drugs, Medicaments And Biological Substances Status"
"Z89.111","Z89.111 Acquired Absence Of Right Hand"
"Z89.511","Z89.511 Acquired Absence Of Right Leg Below Knee"
"Z89.621","Z89.621 Acquired Absence Of Right Hip"
"Z90.410","Z90.410 Acquired Total Absence Of Pancreas"
"Z91.030","Z91.030 Bee Allergy Status"
"Z91.89","Z91.89 Other Specified Personal Risk Factors, Not Elsewhere Classified"
"Z92.89","Z92.89 Personal History Of Other Medical Treatment"
"Z94.1","Z94.1 Heart Transplant Status"
"Z94.81","Z94.81 Bone Marrow Transplant Status"
"Z94.89","Z94.89 Other Transplanted Organ And Tissue Status"
"W18.39XA","W18.39XA Other Fall On Same Level, Initial Encounter"
"W23.0XXA","W23.0XXA Caught, Crushed, Jammed, Or Pinched Between Moving Objects, Initial Encounter"
"W45.8XXA","W45.8XXA Other Foreign Body Or Object Entering Through Skin, Initial Encounter"
"X08.8XXS","X08.8XXS Exposure To Other Specified Smoke, Fire And Flames, Sequela"
"X32.XXXS","X32.XXXS Exposure To Sunlight, Sequela"
"X50.9XXA","X50.9XXA Other And Unspecified Overexertion Or Strenuous Movements Or Postures, Initial Encounter"
"X58.XXXA","X58.XXXA Exposure To Other Specified Factors, Initial Encounter"
"X78.8XXA","X78.8XXA Intentional Self-Harm By Other Sharp Object, Initial Encounter"
"Y00.XXXA","Y00.XXXA Assault By Blunt Object, Initial Encounter"
"Y83.1","Y83.1 Surgical Operation With Implant Of Artificial Internal Device As The Cause Of Abnormal Reaction Of The Patient, Or Of Later Complication, Without Mention Of Misadventure At The Time Of The Procedure"
"Y90.2","Y90.2 Blood Alcohol Level Of 40-59 Mg/100 Ml"
"Y90.8","Y90.8 Blood Alcohol Level Of 240 Mg/100 Ml Or More"
"Y92.003","Y92.003 Bedroom Of Unspecified Non-Institutional (Private) Residence As The Place Of Occurrence Of The External Cause"
"Y92.007","Y92.007 Garden Or Yard Of Unspecified Non-Institutional (Private) Residence As The Place Of Occurrence Of The External Cause"
"Y92.091","Y92.091 Bathroom In Other Non-Institutional Residence As The Place Of Occurrence Of The External Cause"
"Y92.481","Y92.481 Parking Lot As The Place Of Occurrence Of The External Cause"
"Y93.89","Y93.89 Other Activity"
"Y99.9","Y99.9 Unspecified External Cause Status"
"Z00.121","Z00.121 Encounter For Routine Child Health Examination With Abnormal Findings"
"Z00.5","Z00.5 Encounter For Examination Of Potential Donor Of Organ And Tissue"
"Z01.10","Z01.10 Encounter For Examination Of Ears And Hearing Without Abnormal Findings"
"Z02.82","Z02.82 Encounter For Adoption Services"
"Z11.51","Z11.51 Encounter For Screening For Human Papillomavirus (Hpv)"
"Z13.21","Z13.21 Encounter For Screening For Nutritional Disorder"
"Z15.89","Z15.89 Genetic Susceptibility To Other Disease"
"Z20.828","Z20.828 Contact With And (Suspected) Exposure To Other Viral Communicable Diseases"
"Z22.1","Z22.1 Carrier Of Other Intestinal Infectious Diseases"
"Z28.21","Z28.21 Immunization Not Carried Out Because Of Patient Refusal"
"Z30.011","Z30.011 Encounter For Initial Prescription Of Contraceptive Pills"
"Z30.018","Z30.018 Encounter For Initial Prescription Of Other Contraceptives"
"Z31.69","Z31.69 Encounter For Other General Counseling And Advice On Procreation"
"Z32.00","Z32.00 Encounter For Pregnancy Test, Result Unknown"
"Z32.01","Z32.01 Encounter For Pregnancy Test, Result Positive"
"Z34.00","Z34.00 Encounter For Supervision Of Normal First Pregnancy, Unspecified Trimester"
"Z34.82","Z34.82 Encounter For Supervision Of Other Normal Pregnancy, Second Trimester"
